n_total,n_bounded_90deg,n_bounded_strict,n_dynamically_bounded,n_both_strict,prop_bounded_90deg,prop_bounded_strict,prop_dynamically_bounded,prop_both_strict,amplitude_mean,amplitude_std,amplitude_median,amplitude_min,amplitude_max,vernal_mean,correction_mean,calendar_mean,coupling_strength_mean,top3_error_mean,earth_mean_amplitude
729,33,9,729,9,0.04526748971193416,0.012345679012345678,1.0,0.012345679012345678,3934.375831360765,1835.9474765623045,5000.0,7.730374149666101,5000.0,182.0,294.0,364.0,21.460151153071163,0.04659799424837185,8.512000869243451
