rank,period_years,frequency_hz,amplitude_deg,phase_rad,phase_deg,power,power_normalized
1,14700.0,6.802721088435374e-05,1.466360291337115,-4.652345374755176,-266.5597548106809,0.0,0.0
2,29400.0,3.401360544217687e-05,1.1700266365595873,-0.5591870864468821,-32.03906001162346,0.0,0.0
3,9800.0,0.00010204081632653062,-0.6583466969887022,1.4916493978609864,85.46521501066509,0.0,0.0
4,7350.0,0.00013605442176870748,0.4474696370856116,1.1669324367622589,66.86030360339427,0.0,0.0
5,5880.0,0.00017006802721088434,-0.3451175432785975,0.8184130939107268,46.89161617932854,0.0,0.0
6,4900.0,0.00020408163265306123,0.2822158738151247,0.44765774361751437,25.64889937563304,0.0,0.0
