harmonic_index,frequency_hz,period_years,amplitude_deg,phase_rad
1,6.802721088435374e-05,14700.0,1.466360291337115,-4.652345374755176
2,3.401360544217687e-05,29400.0,1.1700266365595873,-0.5591870864468821
3,0.00010204081632653062,9800.0,-0.6583466969887022,1.4916493978609864
4,0.00013605442176870748,7350.0,0.4474696370856116,1.1669324367622589
5,0.00017006802721088434,5880.0,-0.3451175432785975,0.8184130939107268
6,0.00020408163265306123,4900.0,0.2822158738151247,0.44765774361751437
