year_perturbation_pct,cycle_perturbation_pct,amplitude,mean,std,success
-0.250919762305275,0.9014286128198326,358.81456088323205,0.5417585933326029,104.68470370495474,True
0.46398788362281024,0.19731696839407326,358.9904572998024,1.139091951608349,105.08300046291905,True
-0.687962719115127,-0.6880109593275947,351.4754678136959,-2.13169861478862,104.0222450411341,True
-0.8838327756636011,0.7323522915498706,356.6680470874204,4.0962613811389845,104.25952409430617,True
0.2022300234864176,0.416145155592091,22.17244783332029,-11.097831201514554,6.522476848282414,True
-0.9588310114083951,0.9398197043239886,356.6680470874204,4.0962613811389845,104.25952409430617,True
0.6648852816008436,-0.5753217786434477,351.7934127686488,-0.2223951836158232,104.7575344640589,True
-0.6363500655857988,-0.6331909802931324,354.4488476462642,-1.9824509544763644,103.91594986691096,True
-0.39151551408092455,0.049512863264475696,354.8246957371624,0.9640536901755284,104.74428655669557,True
-0.13610996271576845,-0.41754171960391623,357.9427472680935,-0.5740682436250183,105.22946148203022,True
0.22370578944475894,-0.7210122786959163,64.17177115385542,31.973994456604828,18.706536839461716,True
-0.41571070292956375,-0.2672763134126166,356.5444840375801,-2.869536943537039,104.52990306727268,True
-0.0878600315659282,0.5703519227860271,350.64767383512316,0.15878387446392267,104.83793202851685,True
-0.6006524356832805,0.028468876827223225,358.8215704799401,-5.030379939736185,104.20162136990096,True
0.184829137724085,-0.9070991745600046,64.17177115385542,31.973994456604828,18.706536839461716,True
0.2150897038028768,-0.658951752625417,42.468446906089945,21.157958003593503,12.37471218056378,True
-0.869896814029441,0.8977710745066666,356.6680470874204,4.0962613811389845,104.25952409430617,True
0.9312640661491187,0.6167946962329222,344.2016219292069,-4.4955244364263365,104.01637075337523,True
-0.3907724616532587,-0.8046557719872323,332.9072207729,-6.753208278481382,103.7704707110136,True
0.36846605302431384,-0.11969501252079746,350.4480729460678,-2.6127043164283834,104.8143787314071,True
-0.7559235303104423,-0.009646179777459546,350.40194005560033,1.803951991409049,104.0471720324997,True
-0.9312229577695632,0.8186408041575644,356.6680470874204,4.0962613811389845,104.25952409430617,True
-0.48244003679996617,0.3250445687079639,354.8246957371624,0.9640536901755284,104.74428655669557,True
-0.3765778478211781,0.040136042355621605,354.8246957371624,0.9640536901755284,104.74428655669557,True
0.0934205586865593,-0.6302910889489459,42.468446906089945,21.157958003593503,12.37471218056378,True
0.9391692555291172,0.5502656467222292,344.2016219292069,-4.4955244364263365,104.01637075337523,True
0.8789978831283783,0.7896547008552977,355.36546732830413,2.896420306274917,103.82335540392683,True
0.19579995762217026,0.8437484700462338,43.297786943898586,-21.719612446344517,12.717761405804616,True
-0.823014995896161,-0.6080342751617096,354.4488476462642,-1.9824509544763644,103.91594986691096,True
-0.9095454221789239,-0.34933933847347126,353.5127298607284,2.6690185953395758,103.88174383332478,True
-0.22264542062103596,-0.4573019364522082,357.9427472680935,-0.5740682436250183,105.22946148203022,True
0.6574750183038587,-0.28649334661282144,358.6564413568176,-0.13966147445184626,104.89598785096223,True
-0.43813098062523853,0.08539216631649696,354.8246957371624,0.9640536901755284,104.74428655669557,True
