time_horizon,year,predicted_value,abs_predicted_value
0,16600,-0.5069940041682759,0.5069940041682759
25772,42400,0.9792787824086788,0.9792787824086788
51544,68200,0.3639286651863934,0.3639286651863934
77316,94000,-0.1593494029943615,0.1593494029943615
-25772,-9100,-1.9793825649507837,1.9793825649507837
-51544,-34900,-1.6572620968936387,1.6572620968936387
