trial,tropical_year,correction_period,amplitude,coupling_strength,top3_error,bounded_90deg,bounded_strict,dynamically_bounded,both_strict
2052,365.20163995681855,294.61765264698334,49.11416888554241,17.32902980206904,0.057706635133179966,True,False,True,False
2053,365.18648767749187,294.7509773007918,64.62667582047214,16.166000519389577,0.06185821897015253,True,False,True,False
2054,365.2813336867474,294.7144618747396,43.97932323596779,27.873039520212316,0.035876962728619656,True,False,True,False
2055,365.22063372152127,294.5293019007697,29.66892780198976,19.046528305961104,0.05250300652886039,True,False,True,False
2056,365.2644286903916,294.89004812916113,28.157571455502023,24.68722757810919,0.04050677609853308,True,False,True,False
2057,365.20090731585987,294.3650809575343,49.86422624982151,17.26896081015584,0.057907364026902074,True,False,True,False
2058,365.2425489233454,294.2914500867021,7.6799262065718485,21.505524988655612,0.04649967859550094,True,True,True,True
2059,365.13786611708144,294.021140817457,114.4045297116965,13.300985019549914,0.07518240179431752,False,False,True,False
2060,365.22418803656217,294.6047920611073,26.03013734432321,19.40643163018072,0.05152930837861033,True,False,True,False
2061,365.20578614510725,294.722836092191,44.86941947603523,17.677002186931983,0.0565706780722846,True,False,True,False
2062,365.3018267582708,294.50365029191335,63.15932432027336,33.0414136800126,0.030265048877279713,True,False,True,False
2063,365.17929659220454,294.62389246927575,71.98874002825681,15.66695067986034,0.06382863011661145,True,False,True,False
2064,365.235082673153,294.7170129091031,14.876586824622791,20.599502992192342,0.04854486054246172,True,True,True,True
2065,365.25912436589607,293.26337380687244,23.193153580564896,23.832463711656057,0.04195957296311404,True,False,True,False
2066,365.2936628740799,294.3554464824026,55.51851969935866,30.76865536880657,0.03250060777806382,True,False,True,False
2067,365.2858057690014,293.5046294722703,48.16485325167249,28.85815152093518,0.0346522541221862,True,False,True,False
2068,365.2389555697484,293.10726958304167,10.911656692747352,21.059737611967957,0.04748397242289067,True,True,True,True
2069,365.24583370490075,294.43492998122383,10.75420165757632,21.929860162426017,0.04559992597277801,True,True,True,True
2070,365.30177537485537,293.7667942821165,63.11123311294906,33.0260598054496,0.030279119152899703,True,False,True,False
2071,365.23800410200755,293.33655717701544,11.885734292686116,20.944775971054685,0.047744602347715846,True,True,True,True
2072,365.2511247358405,293.37839158478073,15.706160921286342,22.649715699313504,0.04415066455029761,True,False,True,False
2073,365.30365073921485,294.4407679971729,64.86644063614452,33.59583739012303,0.029765592337757708,True,False,True,False
2074,365.36644949583393,293.9217966764132,123.64209395257099,79.53808351868933,0.012572593602472539,False,False,True,False
2075,365.2554287655489,294.65741796763604,19.734375139676768,23.27108481954435,0.042971782697476334,True,False,True,False
2076,365.26885796223524,293.21080275479295,32.3030161447945,25.449385906698264,0.039293678977802,True,False,True,False
2077,365.2841634252259,294.6777077238081,46.62774340518168,28.488391351176574,0.035102017087346,True,False,True,False
2078,365.3030997355877,293.72596568080775,64.35074038232813,33.426401484940904,0.029916471877791423,True,False,True,False
2079,365.2950584152689,294.758559112314,56.82464409391731,31.1347504499665,0.03211845238994283,True,False,True,False
2080,365.2136026979022,293.8155560688123,36.867066733628384,18.37249174032269,0.054429198506877996,True,False,True,False
2081,365.2588203755162,294.77276072392027,22.908643424854045,23.785266289798063,0.042042833904656275,True,False,True,False
2082,365.2954485982857,293.54111851297597,57.1898269186898,31.238671016576657,0.032011605086188034,True,False,True,False
2083,365.3148208372743,293.49758357747834,75.32087467527774,37.443340728598194,0.026707018672514644,True,False,True,False
2084,365.2351712470547,294.551010593438,14.785908057615067,20.609803877737143,0.04852059757250806,True,True,True,True
2085,365.25757063340944,293.7862435964142,21.738987166000882,23.593179184621626,0.042385131404919535,True,False,True,False
2086,365.2633933430759,293.7382723876184,27.188569739255335,24.51560644816088,0.04079034316832159,True,False,True,False
2087,365.24416235241205,293.7143846679861,9.189957915757084,21.71188045601944,0.046057733323727756,True,True,True,True
2088,365.2562404625141,293.8813297668486,20.494056560748714,23.392108080996692,0.04274946048203245,True,False,True,False
2089,365.13556021869226,294.75982925345403,116.76527994878836,13.190107230772051,0.0758143950237975,False,False,True,False
2090,365.4043446484797,293.2767431894411,159.11001186102803,454.432925856735,0.002200544773719282,False,False,True,False
2091,365.3575858125308,294.9654790818208,115.34619109678347,66.6714303329516,0.01499892825166766,False,False,True,False
2092,365.23311754653764,294.3262924979504,16.88841308484937,20.373582663211188,0.04908316895121797,True,False,True,False
2093,365.2368731498734,294.19073274031376,13.043561681543512,20.809749325331342,0.04805439913602023,True,True,True,True
2094,365.1602885471282,294.57012784209286,91.4487900244327,14.484912813935125,0.06903735029995872,False,False,True,False
2095,365.15287122673226,293.3914252801993,99.0425153917484,14.070625781753117,0.0710700444678734,False,False,True,False
2096,365.26703367952535,293.8379395475591,30.595632658469032,25.129850132891868,0.039793313319092326,True,False,True,False
2097,365.2956785727492,293.91605723316775,57.405066248111055,31.300247431828865,0.031948629229784024,True,False,True,False
2098,365.2850907097651,294.0257494846105,47.4956116834399,28.695989089004634,0.034848075697908855,True,False,True,False
2099,365.2007801863517,293.6417090854997,49.994377905011966,17.258579854258006,0.0579421950383294,True,False,True,False
2100,365.28184878441095,293.69003367984914,44.46141536072983,27.983065918750054,0.035735898378810235,True,False,True,False
2101,365.23608714339395,293.10946541385,13.848246519412555,20.716926822805146,0.04826970759481577,True,True,True,True
2102,365.22366086188,293.4392698571891,26.569841196898953,19.352194677367986,0.05167372572835269,True,False,True,False
2103,365.174787644403,293.0004540764365,76.60490122557124,15.369445713730942,0.0650641551182687,True,False,True,False
2104,365.2064559661505,293.24072715242,44.18367616898491,17.734532178083178,0.056387165444139964,True,False,True,False
2105,365.2682539952507,293.1352094989448,31.737751007000423,25.342701217186235,0.039459092834265304,True,False,True,False
2106,365.25827392706884,293.8610716418261,22.397212385676017,23.700893110393604,0.04219250284545049,True,False,True,False
