n_total,tropical_year_min,tropical_year_max,step_size,n_dynamically_bounded,n_calendar_acceptable_15deg,n_calendar_acceptable_5deg,n_calendar_acceptable_2deg,prop_dynamically_bounded,prop_calendar_acceptable_15deg,prop_calendar_acceptable_5deg,prop_calendar_acceptable_2deg,amplitude_mean,amplitude_std,amplitude_median,amplitude_min,amplitude_max,earth_tropical_year,earth_amplitude,earth_observed_amplitude,model_accuracy,bounded_region_width_dynamic,bounded_region_width_15deg,range_ratio
3000,350.0,379.9899999999727,0.01,3000,2,0,0,1.0,0.0006666666666666666,0.0,0.0,7497.2048600884655,4321.10820691539,7504.282780461645,10.01076474089929,15245.93040236882,365.24219,10.01076474089929,7.6,75.91827594299528,0.9899999999990996,0.009999999999990905,99.0
