residual_mean,residual_std,residual_min,residual_max,residual_range,residual_skewness,residual_kurtosis,normality_pvalue,autocorr_lag1
1.1321043308548855e-09,0.20291420299055976,-0.6528325798337168,0.6406113996358788,1.2934439794695956,-0.036012710726764756,1.2429754674600764,2.5272415450486347e-130,-0.2657216872005019
