amplitude,mean,std
7.637504963340929,0.1109526970596653,1.564936618107817
7.643505673365104,0.11847928029577844,1.5710538415767936
7.633769772977593,0.11724507755274821,1.577441350011946
7.641908791878349,0.10544636338462698,1.563680564302899
7.618214776581214,0.08981604085968196,1.5619265518803138
7.643505673365104,0.11306879424843459,1.5725713017709986
7.643505673365104,0.10883167645898291,1.5718674412952203
7.641908791878349,0.10370919492294657,1.573539935852944
7.641908791878349,0.10547949287111226,1.566950775238609
7.643505673365104,0.11228266127247152,1.5778880097226042
7.640265473397,0.10103159812337055,1.5702205218066443
7.640265473397,0.10532746875404034,1.5657163458403072
7.643505673365104,0.11769436247714699,1.585555443326081
7.643505673365104,0.11746910607921901,1.573500031139697
7.643505673365104,0.09829803582140481,1.5649564597033052
7.643505673365104,0.11298574846795655,1.5692152569897597
7.641908791878349,0.09942862304628372,1.575118066640748
7.643505673365104,0.10801894639083992,1.5735113034689647
7.633769772977593,0.11627290422939582,1.5767898333265644
7.633769772977593,0.10679385175436547,1.5727362668399598
7.613816453870447,0.09260281614349689,1.5696865171385694
7.641908791878349,0.10969192277007385,1.5605432070294472
7.640265473397,0.10296187681111695,1.5842521117985666
7.643505673365104,0.09790281629752817,1.5739187891045083
7.643505673365104,0.1085288729100612,1.565465684055069
7.602106643525376,0.11109422672225625,1.571046074940438
7.643505673365104,0.09733505091071369,1.5734156876001646
7.618214776581214,0.10884901214280955,1.578117086933064
7.640265473397,0.1180487873698558,1.5681961727224392
7.641908791878349,0.10090575542859177,1.556991936452116
7.643505673365104,0.11458402569992718,1.583809879434609
7.643505673365104,0.12600502080182713,1.5865915018715055
7.633769772977593,0.11382900218126268,1.5733885758442716
7.643505673365104,0.1119593172536124,1.5839428787636032
7.643505673365104,0.10560986214018332,1.5673903137162402
7.639101844827684,0.11694138742929507,1.5842657406755634
7.608147295152024,0.11043384823617311,1.5709147951409306
7.640265473397,0.1093807030818043,1.5694346553716343
7.640265473397,0.1018599229569173,1.5814594802454682
7.639101844827684,0.1006698359762539,1.5586043069815028
7.618214776581214,0.09439343960258419,1.5778784081233048
7.643505673365104,0.10200685423041816,1.565001129657194
7.641908791878349,0.10097158469621816,1.5768988508748087
7.643505673365104,0.09819426257711349,1.5693682601076993
7.618214776581214,0.11657239882403579,1.5690150494326955
7.643505673365104,0.11781553711463601,1.5648328300037104
7.640265473397,0.10795676864222685,1.5828940450083682
7.613816453870447,0.09925445732790658,1.5534654126869598
7.610576253902343,0.10329291951903333,1.5683450515092234
7.640265473397,0.10851230447730754,1.5700079843900783
7.633769772977593,0.11386607691457867,1.586198441768291
7.618214776581214,0.09735777528044193,1.5584570045148816
7.638668591910244,0.09332251734072376,1.5661100347045702
7.643505673365104,0.09870068543453289,1.5651849847017953
7.618214776581214,0.10836921298169339,1.5693798215414034
7.643505673365104,0.09287482813774997,1.5563056298099178
7.641908791878349,0.10907496497596388,1.5667839409164601
7.618214776581214,0.11061378458555571,1.5669962726149953
7.643505673365104,0.11376761880984354,1.5766311254042462
7.643505673365104,0.1113780528530913,1.5752712104997106
7.639101844827684,0.08967717463141256,1.5659969299428345
7.643505673365104,0.09003486725897111,1.5622189398196673
7.643505673365104,0.11031511383599177,1.57492562929294
7.614974576613109,0.11531591864703154,1.5761705260358685
