trial,vernal_offset,correction_period,calendar_year,tropical_year,amplitude,coupling_strength,top3_error,bounded_90deg,bounded_strict,dynamically_bounded,both_strict
62,0.0,296.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
63,0.0,297.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
64,0.0,297.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
65,0.0,297.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
66,0.0,297.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
67,0.0,297.0,364.0,365.24219,146.1968359184853,21.46015115307116,0.046597994248371834,False,False,True,False
68,0.0,297.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
69,0.0,297.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
70,0.0,297.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
71,0.0,297.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
72,0.0,298.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
73,0.0,298.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
74,0.0,298.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
75,0.0,298.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
76,0.0,298.0,364.0,365.24219,191.88334714301195,21.46015115307116,0.046597994248371834,False,False,True,False
77,0.0,298.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
78,0.0,298.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
79,0.0,298.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
80,0.0,298.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
81,45.5,290.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
82,45.5,290.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
83,45.5,290.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
84,45.5,290.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
85,45.5,290.0,364.0,365.24219,184.496974643006,21.46015115307116,0.046597994248371834,False,False,True,False
86,45.5,290.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
87,45.5,290.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
88,45.5,290.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
89,45.5,290.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
90,45.5,291.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
91,45.5,291.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
92,45.5,291.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
93,45.5,291.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
94,45.5,291.0,364.0,365.24219,140.56912353752838,21.46015115307116,0.046597994248371834,False,False,True,False
95,45.5,291.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
96,45.5,291.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
97,45.5,291.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
98,45.5,291.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
99,45.5,292.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
100,45.5,292.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
101,45.5,292.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
102,45.5,292.0,363.0,365.24219,4928.704894034589,21.46015115307116,0.046597994248371834,False,False,True,False
103,45.5,292.0,364.0,365.24219,96.64127243205077,21.46015115307116,0.046597994248371834,False,False,True,False
104,45.5,292.0,365.0,365.24219,4928.704894034589,21.46015115307116,0.046597994248371834,False,False,True,False
105,45.5,292.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
106,45.5,292.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
107,45.5,292.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
108,45.5,293.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
109,45.5,293.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
110,45.5,293.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
111,45.5,293.0,363.0,365.24219,2688.3844876552307,21.46015115307116,0.046597994248371834,False,False,True,False
112,45.5,293.0,364.0,365.24219,52.71342132657315,21.46015115307116,0.046597994248371834,True,False,True,False
113,45.5,293.0,365.0,365.24219,2688.3844876552307,21.46015115307116,0.046597994248371834,False,False,True,False
114,45.5,293.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
115,45.5,293.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
116,45.5,293.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
117,45.5,294.0,360.0,365.24219,1765.8996144402004,21.46015115307116,0.046597994248371834,False,False,True,False
118,45.5,294.0,361.0,365.24219,1326.6211033854242,21.46015115307116,0.046597994248371834,False,False,True,False
119,45.5,294.0,362.0,365.24219,887.3425923306479,21.46015115307116,0.046597994248371834,False,False,True,False
120,45.5,294.0,363.0,365.24219,448.0640812758718,21.46015115307116,0.046597994248371834,False,False,True,False
121,45.5,294.0,364.0,365.24219,8.785570221095524,21.46015115307116,0.046597994248371834,True,True,True,True
122,45.5,294.0,365.0,365.24219,448.0640812758718,21.46015115307116,0.046597994248371834,False,False,True,False
123,45.5,294.0,366.0,365.24219,887.3425923306479,21.46015115307116,0.046597994248371834,False,False,True,False
124,45.5,294.0,367.0,365.24219,1326.6211033854242,21.46015115307116,0.046597994248371834,False,False,True,False
125,45.5,294.0,368.0,365.24219,1765.8996144402004,21.46015115307116,0.046597994248371834,False,False,True,False
126,45.5,295.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
127,45.5,295.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
128,45.5,295.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
129,45.5,295.0,363.0,365.24219,2688.3844876552307,21.46015115307116,0.046597994248371834,False,False,True,False
130,45.5,295.0,364.0,365.24219,52.71342132657315,21.46015115307116,0.046597994248371834,True,False,True,False
131,45.5,295.0,365.0,365.24219,2688.3844876552307,21.46015115307116,0.046597994248371834,False,False,True,False
132,45.5,295.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
133,45.5,295.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
134,45.5,295.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
135,45.5,296.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
136,45.5,296.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
137,45.5,296.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
138,45.5,296.0,363.0,365.24219,4928.704894034589,21.46015115307116,0.046597994248371834,False,False,True,False
139,45.5,296.0,364.0,365.24219,96.64127243205077,21.46015115307116,0.046597994248371834,False,False,True,False
140,45.5,296.0,365.0,365.24219,4928.704894034589,21.46015115307116,0.046597994248371834,False,False,True,False
141,45.5,296.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
142,45.5,296.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
143,45.5,296.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
144,45.5,297.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
145,45.5,297.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
146,45.5,297.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
147,45.5,297.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
148,45.5,297.0,364.0,365.24219,140.56912353752838,21.46015115307116,0.046597994248371834,False,False,True,False
149,45.5,297.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
150,45.5,297.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
151,45.5,297.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
152,45.5,297.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
153,45.5,298.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
154,45.5,298.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
155,45.5,298.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
156,45.5,298.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
157,45.5,298.0,364.0,365.24219,184.496974643006,21.46015115307116,0.046597994248371834,False,False,True,False
158,45.5,298.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
159,45.5,298.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
160,45.5,298.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
161,45.5,298.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
162,91.0,290.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
163,91.0,290.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
164,91.0,290.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
165,91.0,290.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
166,91.0,290.0,364.0,365.24219,177.11060214300005,21.46015115307116,0.046597994248371834,False,False,True,False
167,91.0,290.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
168,91.0,290.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
169,91.0,290.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
170,91.0,290.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
171,91.0,291.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
172,91.0,291.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
173,91.0,291.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
174,91.0,291.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
175,91.0,291.0,364.0,365.24219,134.94141115657146,21.46015115307116,0.046597994248371834,False,False,True,False
176,91.0,291.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
177,91.0,291.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
178,91.0,291.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
179,91.0,291.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
180,91.0,292.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
181,91.0,292.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
182,91.0,292.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
183,91.0,292.0,363.0,365.24219,4731.383228677288,21.46015115307116,0.046597994248371834,False,False,True,False
184,91.0,292.0,364.0,365.24219,92.77222017014287,21.46015115307116,0.046597994248371834,False,False,True,False
185,91.0,292.0,365.0,365.24219,4731.383228677288,21.46015115307116,0.046597994248371834,False,False,True,False
186,91.0,292.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
187,91.0,292.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
188,91.0,292.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
189,91.0,293.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
190,91.0,293.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
191,91.0,293.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
192,91.0,293.0,363.0,365.24219,2580.7544883694295,21.46015115307116,0.046597994248371834,False,False,True,False
193,91.0,293.0,364.0,365.24219,50.6030291837143,21.46015115307116,0.046597994248371834,True,False,True,False
194,91.0,293.0,365.0,365.24219,2580.7544883694295,21.46015115307116,0.046597994248371834,False,False,True,False
195,91.0,293.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
196,91.0,293.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
197,91.0,293.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
198,91.0,294.0,360.0,365.24219,1695.201477654429,21.46015115307116,0.046597994248371834,False,False,True,False
199,91.0,294.0,361.0,365.24219,1273.5095677901431,21.46015115307116,0.046597994248371834,False,False,True,False
200,91.0,294.0,362.0,365.24219,851.8176579258572,21.46015115307116,0.046597994248371834,False,False,True,False
201,91.0,294.0,363.0,365.24219,430.1257480615715,21.46015115307116,0.046597994248371834,False,False,True,False
202,91.0,294.0,364.0,365.24219,8.433838197285716,21.46015115307116,0.046597994248371834,True,True,True,True
203,91.0,294.0,365.0,365.24219,430.1257480615715,21.46015115307116,0.046597994248371834,False,False,True,False
204,91.0,294.0,366.0,365.24219,851.8176579258572,21.46015115307116,0.046597994248371834,False,False,True,False
205,91.0,294.0,367.0,365.24219,1273.5095677901431,21.46015115307116,0.046597994248371834,False,False,True,False
206,91.0,294.0,368.0,365.24219,1695.201477654429,21.46015115307116,0.046597994248371834,False,False,True,False
207,91.0,295.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
208,91.0,295.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
209,91.0,295.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
210,91.0,295.0,363.0,365.24219,2580.7544883694295,21.46015115307116,0.046597994248371834,False,False,True,False
211,91.0,295.0,364.0,365.24219,50.6030291837143,21.46015115307116,0.046597994248371834,True,False,True,False
212,91.0,295.0,365.0,365.24219,2580.7544883694295,21.46015115307116,0.046597994248371834,False,False,True,False
213,91.0,295.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
214,91.0,295.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
215,91.0,295.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
216,91.0,296.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
217,91.0,296.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
218,91.0,296.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
219,91.0,296.0,363.0,365.24219,4731.383228677288,21.46015115307116,0.046597994248371834,False,False,True,False
220,91.0,296.0,364.0,365.24219,92.77222017014287,21.46015115307116,0.046597994248371834,False,False,True,False
221,91.0,296.0,365.0,365.24219,4731.383228677288,21.46015115307116,0.046597994248371834,False,False,True,False
222,91.0,296.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
223,91.0,296.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
224,91.0,296.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
225,91.0,297.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
226,91.0,297.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
227,91.0,297.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
228,91.0,297.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
229,91.0,297.0,364.0,365.24219,134.94141115657146,21.46015115307116,0.046597994248371834,False,False,True,False
230,91.0,297.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
231,91.0,297.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
232,91.0,297.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
233,91.0,297.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
234,91.0,298.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
235,91.0,298.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
236,91.0,298.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
237,91.0,298.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
238,91.0,298.0,364.0,365.24219,177.11060214300005,21.46015115307116,0.046597994248371834,False,False,True,False
239,91.0,298.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
240,91.0,298.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
241,91.0,298.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
242,91.0,298.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
243,136.5,290.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
244,136.5,290.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
245,136.5,290.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
246,136.5,290.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
247,136.5,290.0,364.0,365.24219,169.7242296429941,21.46015115307116,0.046597994248371834,False,False,True,False
248,136.5,290.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
249,136.5,290.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
250,136.5,290.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
251,136.5,290.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
252,136.5,291.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
253,136.5,291.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
254,136.5,291.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
255,136.5,291.0,363.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
256,136.5,291.0,364.0,365.24219,129.31369877561454,21.46015115307116,0.046597994248371834,False,False,True,False
257,136.5,291.0,365.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
258,136.5,291.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
259,136.5,291.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
260,136.5,291.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
261,136.5,292.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
262,136.5,292.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
263,136.5,292.0,362.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
264,136.5,292.0,363.0,365.24219,4534.061563319986,21.46015115307116,0.046597994248371834,False,False,True,False
265,136.5,292.0,364.0,365.24219,88.903167908235,21.46015115307116,0.046597994248371834,True,False,True,False
266,136.5,292.0,365.0,365.24219,4534.061563319986,21.46015115307116,0.046597994248371834,False,False,True,False
267,136.5,292.0,366.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
268,136.5,292.0,367.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
269,136.5,292.0,368.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
270,136.5,293.0,360.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
271,136.5,293.0,361.0,365.24219,5000.0,21.46015115307116,0.046597994248371834,False,False,True,False
272,136.5,293.0,362.0,365.24219,4897.756341126401,21.46015115307116,0.046597994248371834,False,False,True,False
273,136.5,293.0,363.0,365.24219,2473.1244890836283,21.46015115307116,0.046597994248371834,False,False,True,False
274,136.5,293.0,364.0,365.24219,48.492637040855456,21.46015115307116,0.046597994248371834,True,False,True,False
