rank,period_years,frequency_hz,amplitude_deg,phase_rad,phase_deg,power,power_normalized
1,14700.0,6.802721088435374e-05,1.4663602913192348,-4.65234537475023,-266.5597548103976,0.0,0.0
2,29400.0,3.401360544217687e-05,1.1700266364703857,-0.5591870865172096,-32.03906001565293,0.0,0.0
3,9800.0,0.00010204081632653062,-0.6583466970216592,1.4916493925515193,85.46521470645503,0.0,0.0
4,7350.0,0.00013605442176870748,0.44746963690031005,1.1669324314573084,66.86030329944299,0.0,0.0
5,5880.0,0.00017006802721088434,-0.34511754388494853,0.8184130160396463,46.89161171764428,0.0,0.0
6,4900.0,0.00020408163265306123,0.28221587377231694,0.44765778770233494,25.648901901507198,0.0,0.0
